resume_id,type,raw_text_snippet,parser_output,root_cause
27409087,Title,         HEAD OF ACCOUNTS AND FINANCE           Summary     Flexible Accountant who adapts seamlessl,"         HEAD OF ACCOUNTS AND FINANCE           Summary     Flexible Accountant who adapts seamlessly to constantly evolving accounting processes and technology. Adept at budget forecasting, financial reporting and corporate tax planning.       Highlights          Financial statement analysis  Understands foreign tax reporting  Budget forecasting expertise  Adobe software proficiency  Effective time management  General ledger accounting  Flexible team player  Cash-flow report generation  Public and private accounting  Cost accounting  General and tax accounting  Account reconciliations  Proficient in Microsoft Office  Knowledge of Sage  Proficient in SAP  ERP (Enterprise Resource Planning) software  QuickBooks              Accomplishments      Payroll Assistance     Assisted with payroll preparation and entered data into cumulative payroll document.     Reporting    Established client payment plan program to monitor payment compliance and progress, reducing uncontrolled payment activity    Employee Management     Liaised with HR department to establish employee benefits, training, payroll and termination procedures    Accounting Skills     Operated computers programmed with accounting software to record, store, and analyze information.     General Ledger Accounts     Maintained accurate accounts including cash, inventory, prepaid, fixed assets, accounts payable, accrued expenses and line of credit transactions.    Increased compliance for the cash management department by aiding in internal and external audits.  Researched and resolved billing problems that had been previously missed.       Experience      Company Name     October 2013   to   Current     Head of Accounts and Finance   City  ,   State      Basic Function:          I'm always accountable for the accounting operations of the company, to include the production of monthly financial reports, maintenance of an adequate system of accounting records, and a comprehensive set of controls and budgets designed to mitigate risk, enhance the accuracy of the company's reported financial results, and ensure that reported results comply with generally accepted accounting principles or international financial reporting standards.    Principal Accountabilities:           Management     Maintain a documented system of accounting policies and procedures  Manage outsourced functions  Oversee the operations of the accounting department, including the design of an organizational structure adequate for achieving the department's goals and objectives  Oversee the accounting operations of branches (Freetown, Kenema, Kono and Kailahun) especially their control systems, transaction-processing operations, and policies and procedures.  Mitigating risk for cash handling from Bank to Rural areas disbursing centers  Handling project finances, reporting and accountability within the company  Maintain company's PPE register and disposal     Transactions     Ensure that accounts payable are paid in a timely manner  Ensure that all reasonable discounts are taken on accounts payable  Ensure that accounts receivable are collected promptly  Process payroll in a timely manner  Ensure that periodic bank reconciliations are completed  Ensure that required debt payments are made on a timely basis  Maintain the chart of accounts  Maintain an orderly accounting filing system  Maintain a system of controls over accounting transactions  Processing commission to agents (VCs) and second payment (Premium) to farmers is done proportional to the weight of coco procured in that month     Reporting:     Issue timely and complete monthly financial statements  Ensure the upload of monthly financial reports to SAP accounting software is done in timely  Lead and Coordinate the preparation of the corporate annual report  Recommend benchmarks against which to measure the performance of company operations  Calculate and issue financial and operating metrics  Manage the production of the annual budget and forecasts  Calculate variances from the budget and report significant issues to management  Provide for a system of management cost reports purposely for cost control by the project managers and other stakeholders.  Provide financial analysis as needed, in particular for capital investments, pricing decisions and company performance     Compliance:     Coordinate the provision of information to external auditors for the annual audit  Coordinate the provision of information to Government revenue authorities in regard to past financial statement  Monitor debt levels and compliance with debt covenants  Comply with local, state, and federal government reporting requirements and tax filings  Coordinate the provision of information to other stakeholders who finances the implementation of the projects within the company like AECF, IFAD, and Social Projects.      Certification (Rainforest Alliance, IMO control) :    Participating with operation department for improving infrastructure of field activities   Crop traceability from smallholder farmers to overseas customers  Crop flow from smallholder farmers to the point of sale  Crop Grower lists/farmer lists  Farmer data spreadsheets (no. of coco trees per hector, contracts)    Establishing new buying posts (BPs)  Establishing Geo-traceability of farms  Establishing a binding agreement with those (agents-village coordinators            Company Name     December 2010   to   October 2013     Senior Accountant   City  ,   State      Duties and Responsibilities    Working with Pivot tables to coffee & cocoa books from different branches  Reporting program expenses and budget in form of TTs requests to abroad directors  Manage financial matters and procedures in project implementation  Preparing payment requests/vouchers and cheques for payment  Preparing weekly reports on the trend of the debt levels with banks.  Preparing weekly fund sheet Report (a detailed cash flow).  Preparing, Posting and Reconciling Main Books in the system.  Preparing the schedules for the two companies of all sales (both direct export and local sales).  Preparing, reconciling and posting to the system, monthly payroll, payroll journals and statutory computations and remitting of SDL, NSSF, PAYE, W/Tax.  Preparation of monthly Bank (for HO & Branches) and Intercompany reconciliation statements and posting all those variances to the syste  Exchange rate controlling when dealing with foreign currencies against functional currency  Making thoroughness and tightly monitoring of the Receivables from debtors by telephone, email, and some time by physical appearance.  Participating in all preparatory andreviews of the final accounts  Responding to External & internal auditors during auditing and as well as to TRA queries regarding to the companies past accounts submitted.  Stock Valuation, Physical Stock verification and Movement of stock  Calculations of VC, and Agents Commissions plus premiums and District Levies           Company Name     June 2009   to   December 2010     Accountant   City  ,   State      Duties and responsibilities:      Maintaining staff imprest records and retirement (IOU issued & IOU retired) as well as staff loans & Salary Advance register  Reconciliation of Circulation debtors, Advertisement debtors, Suppliers and Petty cash ledgers  Monthly reconciliation of Bank Statements with the Bank books in the systems and preparing Banks reconciliation Reports and investigating and resolves any un-reconciled differences  Monthly VAT computations and filing returns to TRA   Maintaining fixed Assets Register, Manage depreciation from Fixed Assets register by setting up depreciating schedule, register the acquired Assets and post depreciation.  Preparing Monthly Sales Performance Report for Upcountry and Local Representatives  Transfer of cash & cheque from main cash / receipts control account to pettycash and banks in Tally and Pastel  Preparing, verifying, processing and issuing expense vouchers and posting to the systems  Daily Freight charges of newspapers to upcountry representatives  Upcountry monthly Retainers fees  Weekly correspondence fees  Advertisement commissions  Data entry of advertisement transactions in Tally & Pastel                             Advertisement invoices (sales invoices)                            -Advertisement receipts (sales receipts)                            -Circulation receipts (sales receipts)                            -Credit note from circulation debtors          Company Name     August 2008   to   June 2009     Trainee   City  ,   State      Duties and Responsibilities:      Prepare payments  Prepare regular reports on revenue, expenditure and tax returns;  maintain and reconcile the direct debits accounts in the systems;  Prepare invoice and bills;  Prepare bank reconciliation statements;  Disburse cash and cheque payments;  Post transactions in a computerized accounting system;  Reconcile debtors and creditors records          Education      Tanzania Institute Of Accountancy     2012       Post Graduate Diploma in Accountancy  :   Accounting    City  ,   State  ,   Tanzania            Institute Of Finance Management     2008       Advanced Diploma in Accountancy  :   Accountancy    City  ,     Tanzania     Accountancy         Minaki High School     2001       Advanced Certificate of Secondary Education  :   Science    City  ,     Tanzania             Tosamaganga Secondary School     1998       Certificate of Secondary Education  :   Science and Arts    City  ,     Tanzania            Interests     Gardening Trees       Languages     Swahili   English       Skills      Project Reporting   Accounts payables & receivables,   Auditing, Data entry,   Internet  Exchange rate control,   Microsoft Proficiency: Word, Spreadsheets, Outlook, Power Point   Payroll processing,   Accounting software: Quick Books, Sage Pastel, SAP ERP, TAS Books, TALLY,   Research  Account reconciling  Financial Reporting  Management Accounting  GAAP  IFRS  Forecast Vs Actuals for weekly and monthwise         Additional Information       Volunteering Experience      Trainer at Mabibo Teaching Center -  Assist those who don't have entry criterion as a requirement for joining high school level    ",Ontology miss
26231609,Title,         FINANCE MANAGER           Highlights          Essbase  PeopleSoft  Tableau  Access  Excel  ,Senior Finance Lead,Ontology miss
29998869,Title,         DIRECTOR OF FINANCE       Summary     Seasoned Certified Management Accountant and financia,Chief Operations Lead,Ontology miss
14408510,Title,"         FINANCE COORDINATOR         Highlights        Microsoft Excel, Word, Access, PowerPoint, MS",Chief Marketing Manager,Ontology miss
49325370,Title,         HEALTHCARE EFFECTIVENESS DATA AND INFORMATION SET COORDINATOR (HEDIS)       Career Focus   ,Chief Security Officer,Ontology miss
26908066,Title,"         RECRUITER, TAX EXEMPT MARKETS         Professional Summary    Experienced recruitment profe",Chief Sales Lead,Ontology miss
24548333,Title,         SENIOR SPECIALTY SALES REPRESENTATIVE       Summary     Decisive seasoned Bio-pharmaceutica,Chief Sales Director,Ontology miss
31395710,Title,         LICENSED PRACTICAL NURSE- STEP-DOWN UNIT       Summary       Licensed Practical Nurse with ,"         LICENSED PRACTICAL NURSE- STEP-DOWN UNIT       Summary       Licensed Practical Nurse with 15 years in providing direct care under RN and MD supervision in diagnosis, treatment prescription and follow-up with patients from pediatrics to geriatrics. Additional expertise includes management and staff supervision. Strong desire to focus on preventative care and health education.   Energetic and motivational and leader dedicated to driving top-quality patient care. Looking for a position in a top-notch facility with a commitment to innovative processes.         Nursing Expertise      Geriatrics  Pediatrics  Correctional Nursing  Occupational Health  Med- Surg  Home Healthcare   Hospice Care   School Nursing     Travel Nursing Agencies  Hospitals  Doctor Offices  Nursing Homes   ​       Education     2012     Bachelor of Science  :   (Pre-Med) Foundations in Counseling    Samford University   －   City  ,   State  ,   U.S           2009       Pre- Nursing RN    Lawson State Community College   －   City  ,   State  ,   U.S           2003       Licensed Practical Nurse    Bessemer State Technical College   －   City  ,   State  ,   U.S            Experience     01/2017   to   09/2017     Licensed Practical Nurse- Step-down Unit    Company Name   －   City  ,   State       Recorded patients' medical history, vital statistics and test results in medical records.        Administered IV therapy and medications per MD orders                    Monitored post-op vitals, set up PCA, fluids, reviewed post-op orders and orient patients to unit.                           Developed and maintained quality care systems and standards, including but not limited to, creating and improving medical protocols/guidelines.                            Sound, ethical and independent decision-making ability consistent with medical protocols.                 Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                                       Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                                           Assisted patients with healing and recovery after surgery.                   01/2015   to   09/2017     License Practical Nurse    Company Name   －   City  ,   State     Travel nurse to different nursing homes and hospitals    Administered IV therapy and treadmill stress tests and ran nerve conduction tests in cardiac unit.      Delivered high-quality and compassionate treatment to indigent and low-income patient community.        Monitored post-op vitals, set up PCA, fluids, reviewed post-op orders and orient patients to unit.          Developed and maintained quality care systems and standards, including but not limited to, creating and improving medical protocols/guidelines.            Sound, ethical and independent decision-making ability consistent with medical protocols.              Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                  Provided patient diagnosis under strict time constraints.                    Evaluated patients presenting with asthma, appendicitis and hernia.                      Provided education to patients on detox and withdrawal, medications, addiction, recovery, coping skills and community resources.                        Provided necessary health education training for patients.                          Acted as patient advocate and implemented total patient care through a team nursing process covering 8-10 high acuity patients per shift.                            Treated patients with strokes, head traumas, comas and intracranial hematomas.                              Managed caseload of 20 clients, providing education, treatments, IV therapy, venipuncture and wound care.                                Assisted patients with multiple chronic diagnoses including COPD and asthma.                                  Completed clinical rotations in Geriatrics.                                    Administered medications and assisted in diagnostic testing for HIV-positive patients.                                      Responsible for primary care, case management and medication management.                                        Evaluated patient care needs, prioritized treatment and maintained patient flow.                                          Accurately documented all elements of nursing assessment, treatments, medications, discharge instructions and follow-up care.                                          ​                            02/2015   to   01/2017     LPN- Woundcare Nurse    Company Name   －   City  ,   State      Achieved departmental goals and objectives by instituting new processes and standards for in-patient care.       Responsible for primary care, case management and medication management.        Evaluated patient care needs, prioritized treatment and maintained patient flow.          Sound, ethical and independent decision-making ability consistent with medical protocols.            Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                               Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                                   Assisted patients with healing and recovery after surgery.                                       Managed team of medical support personnel.                                           Provided patient diagnosis under strict time constraints.                                               Provided behavioral/emotional support and supervision for those with dementia and Alzheimer's.                                                   Managed caseload of 20 clients, providing education, treatments, IV therapy, venipuncture and wound care.                                                       Achieved departmental goals and objectives by instituting new processes and standards for in-patient care.                                                           Responsible for primary care, case management, wound care management and medication management.                              Evaluated patient care needs, prioritized treatment and maintained patient flow.                                                                   Accurately documented all elements of nursing assessment, treatments, medications, discharge instructions and follow-up care.                                                                       Coordinated with doctors and registered nurses to develop care plans for patients.                                                                           Often commended for maintaining the safety, respect and dignity of residents.                                                                               Organized, updated and maintained over 200 patient charts.                                                                                   Skillfully performed suture removals for patients of all ages.                                                                                       Maintained patient charts and confidential files.                              01/2012   to   02/2015     Correctional Nurse    Company Name   －   City  ,   State      Managed and treatment of patients in an correctional setting providing sick call daily and triage care.        Recorded patients' medical history, vital statistics and test results in medical records.       Administered IV therapy and mediation.        Delivered high-quality and compassionate treatment to indigent and low-income patient community.                       Developed and maintained quality care systems and standards, including but not limited to, creating and improving medical protocols/guidelines.                           Sound, ethical and independent decision-making ability consistent with medical protocols.                               Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                                   Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                                       Provided necessary health education training for patients.                                           Acted as patient advocate and implemented total patient care through a team nursing process covering (inmates) high acuity patients per shift.                      Provided quality nursing care in accordance with resident care policies and procedures.                                                   Worked as part of team to ensure proper care of body mechanics and safety of patient.                                                       Partnered with team of Registered Nurses to ensure over all well-being of all patients.                                                           Tested glucose and administered injections.                                                               Maintained patient charts and confidential files.                                                                   Assessed patients in active withdrawal and provided interventions to manage physical and psychological withdrawal symptoms.                                                       ",Ontology miss
97169343,Title,         STAFFING MANAGER       Professional Summary     s well to change and possesses extensive ex,Chief Marketing Director,Ontology miss
20748468,Title,         HEALTHCARE ADMINISTRATOR/OPERATIONAL AND STAFF REORG       Executive Summary     High-energ,Junior Healthcare Administrator,Ontology miss
87520378,Title,"      I        HEALTHCARE MARKETING SPECIALIST         Professional Summary    An innovative, custom",Chief Healthcare Administrator,Ontology miss
57667857,Title,         HR CONSULTANT       Summary     Detail-oriented 25 years human resources professional who e,Chief Operations Specialist,Ontology miss
93002334,Title,"         HR ANALYST         Summary     Experienced professional with background in Human Resources,",Chief HR Director,Ontology miss
16852973,Title,         HR ADMINISTRATOR/MARKETING ASSOCIATE  HR ADMINISTRATOR       Summary     Dedicated Customer,Chief HR Administrator,Ontology miss
17422560,Title,         HR COORDINATOR           Summary    To obtain a challenging career in the human resource fi,"         HR COORDINATOR           Summary    To obtain a challenging career in the human resource field where I can utilize my capabilities and experiences to achieve goals as well as my personal development.      Highlights         I have great knowledge of fax machines, printers, copiers, and computers.   I type about 45 wpm with a great accuracy I also have Microsoft Word, Excel Access and PowerPoint experience               Experience      HR Coordinator    February 2015   to   Current     Company Name   －   City  ,   State        Managed communication regarding employee orientation and open enrollment for benefits.  Offered consistent payroll disbursement with accurate record keeping of employee PTO and vacation accruals.      Explained human resources policies and procedures to all employees.  Conducted telephone and onsite exit interviews for all employees.  Answered employee questions during the entrance and exit interview processes.          Worked closely with HR business partners to facilitate year-end talent reviews and articulate team strengths.            Selected and interviewed candidates for all available positions.  Assessed employee performance and issued disciplinary notices.                Worked on 401(k) administration, FMLA and workers' compensation claims and benefits.                 Managed over  70  personnel files according to policy and federal and state law and regulations.                   Generated employee tracking reports each month.                      Managed communication regarding employee orientation and open enrollment for benefits.                        Organized employee schedules, department phone lists and business card orders.               Ran queries and reports through the ADP system.     Drafted department-specific employee announcements.     Created social media initiatives for new employee search strategies.     Completed all work with a 95% rate of accuracy.      Resolved personnel issues regarding human resources matters needing clarification, submissions and corrections.     Completed payroll processing from start to finish for more than  65  employees.     ​              ​                  Payroll/Staffing Coordinator    June 2012   to   Current     Company Name   －   City  ,   State      Maintains personal employment files Process payroll and set up E-time for employees Reconcile payroll journals and time cards Maintain and manage PTO balances Full On boarding function and recruiting duties Maintain OSHA logs and file workers compensation claims Employee relations liaison with client and supervisors Track and manage the credentials for an employee to maintain compliance Coordinate staffing needs to meet the organization's requirements Monitor overtime accumulation and attendance of employees Manage & facilitate the orientation process Provide facility tours and tests to candidates and newly hired employees Conduct competency checks on new and existing employees.          Tax Clerk/Secretary    August 2007   to   June 2012     Company Name   －   City  ,   State      Creates control logs Files documents and maps in appropriate sequence and location Maintains personal production records and submits as required.  Sets up informal review appointments for property owners Receptionist as needed  (answer phones, use of computers, copiers, printers, faxes, direct property owners in right direction, take messages, make appointment cards, and etc.) Utilizes multiple resources to determine correct mailing addresses when mail is returned from the Post Office.  Data entry.          General Appraisal/Data Entry Clerk    November 2006   to   July 2007     Company Name   －   City  ,   State      Routing (associates field cards with appropriate maps in rational sequence for field work Files documents and maps in appropriate sequence and location Maintains personal production records and submits as required.  Sets up informal review appointments for property owners Receptionist as needed  (answer phones, use of computers, copiers, printers, faxes, direct property owners in right direction, take messages, make appointment cards, and etc.) Utilizes multiple resources to determine correct mailing addresses when mail is returned from the Post Office.          Customer Service Rep    January 2005   to   January 2006     Company Name   －   City  ,   State      Received cash from customers and employees in payment for goods and services, and recorded amounts received.  Made change, cashed checks and issued receipts and tickets to customers.  Recorded amounts received and prepared reports of transactions.  Read and recorded totals shown on cash register tape and verified against cash on hand.  Counted cash and reconciled charge sales and cash receipts with total sales to verify accuracy of transactions.  Compiled reports, such as cash receipts, guest-bill charges and maintained high standards of excellence and sales.  Provided information regarding activities and location of departments, offices and employees within organization Answer phones, use of computers, copiers, printers, faxes as needed.          Education      AS   :   Business Management  ,   Present    Albany State Technical College          Business Management        Skills    cash receipts, cash handling, cash register, client, customer service, Data entry, direction, Employee relations, faxes, fax machines, hiring, inventory, mailing, Access, Excel, mail, Office, PowerPoint, Microsoft Word, payroll, Process payroll, copiers, printers, Read, Receptionist, recruiting, Routing, sales, scheduling, staffing, take messages, answer phones, phone, type, 50 wpm   ",Ontology miss
10265057,Title,         WORKING         RF SYSTEMS ENGINEER             Qualifications        Microsoft office/Offi,Chief Data Analyst,Ontology miss
18067556,Title,"         MASTER DATA MANAGER           Experience      Master Data Manager  ,     01/2019   to   Cur",Chief Data Architect,Ontology miss
52618188,Title,         INFORMATION TECHNOLOGY HELP DESK SPECIALIST             Highlights         Microsoft Window,Chief Operations Analyst,Ontology miss
40018190,Title,         IT SUPPORT TECHNICIAN       Education      Bachelor of Science     May 2014       William W,"         IT SUPPORT TECHNICIAN       Education      Bachelor of Science     May 2014       William Woods University   City  ,   State       GPA:   GPA: 3.4     Management Information Systems GPA: 3.4         Summary     Experience in network/hardware/operating system troubleshooting, web page design, PC assembly, technical support,and customer service. Analytical Helpdesk technician adept at resolving complex issues. Critical thinker who addresses customer support issues quickly and who consistently exceeds performance standards.       Experience      IT Support Technician    12/2014   to   Current     Company Name   City  ,   State       Provide technical assistance and support for incoming queries and issues related to computer systems, software, and hardware.  Respond to queries either in person or over the phone.  Vast troubleshooting capabilities with IOS.  Train computer users  Maintain daily performance of computer systems.  Process an average of 15-20 inbound and outbound technical support calls daily           Network Assistant Intern   01/2014   to   05/2014     Company Name   City  ,   State       Assisted University network administrator with daily tasks including                 wireless, VDI, patchwork    Network infrastructure, hardware management, and server room operations.           Technology Assistant Intern    08/2013   to   05/2014     Company Name   City  ,   State        Maintained 489 page University website   Managed and completed daily work orders for University Help Desk  Attended weekly administrative technology meetings relating to technology problems/solutions.  Managed/deployed hardware and software to student body as well as faculty.          Projects      (Project Leader on all Projects)     Website Development~Business Communications~Advanced Web~Entrepreneurship~Database     Management~Project.Management~MIS Capstone~Systems Analysis     Designed multiple websites using WordPress and Expressions Web  Compiled and developed new accounting and financial tracking system to be used by small or medium firms  Worked with multiple clients to design and develop websites Converted desktop websites to mobile using various tools  Created documentation manual for business clients  Developed and administered Usability Tests for quality customer assurance.        Summary of Skills          Sharepoint  Cisco Telephony tools	  Bomgar	  Visio			  Que Monitoring       SAP  Active Directory  Mobileiron  HPSM  IOS            Activites      Captain- 4-years of collegiate basketball  Active member of S.W.A.T. (Student Website Advancement Team)  Active member of the IT Student Academic Advisory Council    Over 100 hours of community service - Secret Santa - Reading books at over 5 grade schools - Volunteered in over 5               summer camps - Participated in Salvation Army food drive -Yearly donator Good Will/ homeless shelters         Honors and Accomplishments       Trio Scholarship (1 of 2 awarded of over 500 students)                 LEAD Scholarship (Leading, Educating, Achieving, Developing)   Potential Award (Belief in continued growth, dedication, and  potential for future success)                                                                                                JUCO All-American  Male Athlete of the Year                                                                 Academic All-Conference  IC3 Internet and Computing Core Certification                             ",Ontology miss
