resume_id,ground_truth_title,parsed_title,failure_type,raw_text_snippet
31395710,Professional,"         LICENSED PRACTICAL NURSE- STEP-DOWN UNIT       Summary       Licensed Practical Nurse with 15 years in providing direct care under RN and MD supervision in diagnosis, treatment prescription and follow-up with patients from pediatrics to geriatrics. Additional expertise includes management and staff supervision. Strong desire to focus on preventative care and health education.   Energetic and motivational and leader dedicated to driving top-quality patient care. Looking for a position in a top-notch facility with a commitment to innovative processes.         Nursing Expertise      Geriatrics  Pediatrics  Correctional Nursing  Occupational Health  Med- Surg  Home Healthcare   Hospice Care   School Nursing     Travel Nursing Agencies  Hospitals  Doctor Offices  Nursing Homes   ​       Education     2012     Bachelor of Science  :   (Pre-Med) Foundations in Counseling    Samford University   －   City  ,   State  ,   U.S           2009       Pre- Nursing RN    Lawson State Community College   －   City  ,   State  ,   U.S           2003       Licensed Practical Nurse    Bessemer State Technical College   －   City  ,   State  ,   U.S            Experience     01/2017   to   09/2017     Licensed Practical Nurse- Step-down Unit    Company Name   －   City  ,   State       Recorded patients' medical history, vital statistics and test results in medical records.        Administered IV therapy and medications per MD orders                    Monitored post-op vitals, set up PCA, fluids, reviewed post-op orders and orient patients to unit.                           Developed and maintained quality care systems and standards, including but not limited to, creating and improving medical protocols/guidelines.                            Sound, ethical and independent decision-making ability consistent with medical protocols.                 Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                                       Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                                           Assisted patients with healing and recovery after surgery.                   01/2015   to   09/2017     License Practical Nurse    Company Name   －   City  ,   State     Travel nurse to different nursing homes and hospitals    Administered IV therapy and treadmill stress tests and ran nerve conduction tests in cardiac unit.      Delivered high-quality and compassionate treatment to indigent and low-income patient community.        Monitored post-op vitals, set up PCA, fluids, reviewed post-op orders and orient patients to unit.          Developed and maintained quality care systems and standards, including but not limited to, creating and improving medical protocols/guidelines.            Sound, ethical and independent decision-making ability consistent with medical protocols.              Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                  Provided patient diagnosis under strict time constraints.                    Evaluated patients presenting with asthma, appendicitis and hernia.                      Provided education to patients on detox and withdrawal, medications, addiction, recovery, coping skills and community resources.                        Provided necessary health education training for patients.                          Acted as patient advocate and implemented total patient care through a team nursing process covering 8-10 high acuity patients per shift.                            Treated patients with strokes, head traumas, comas and intracranial hematomas.                              Managed caseload of 20 clients, providing education, treatments, IV therapy, venipuncture and wound care.                                Assisted patients with multiple chronic diagnoses including COPD and asthma.                                  Completed clinical rotations in Geriatrics.                                    Administered medications and assisted in diagnostic testing for HIV-positive patients.                                      Responsible for primary care, case management and medication management.                                        Evaluated patient care needs, prioritized treatment and maintained patient flow.                                          Accurately documented all elements of nursing assessment, treatments, medications, discharge instructions and follow-up care.                                          ​                            02/2015   to   01/2017     LPN- Woundcare Nurse    Company Name   －   City  ,   State      Achieved departmental goals and objectives by instituting new processes and standards for in-patient care.       Responsible for primary care, case management and medication management.        Evaluated patient care needs, prioritized treatment and maintained patient flow.          Sound, ethical and independent decision-making ability consistent with medical protocols.            Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                               Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                                   Assisted patients with healing and recovery after surgery.                                       Managed team of medical support personnel.                                           Provided patient diagnosis under strict time constraints.                                               Provided behavioral/emotional support and supervision for those with dementia and Alzheimer's.                                                   Managed caseload of 20 clients, providing education, treatments, IV therapy, venipuncture and wound care.                                                       Achieved departmental goals and objectives by instituting new processes and standards for in-patient care.                                                           Responsible for primary care, case management, wound care management and medication management.                              Evaluated patient care needs, prioritized treatment and maintained patient flow.                                                                   Accurately documented all elements of nursing assessment, treatments, medications, discharge instructions and follow-up care.                                                                       Coordinated with doctors and registered nurses to develop care plans for patients.                                                                           Often commended for maintaining the safety, respect and dignity of residents.                                                                               Organized, updated and maintained over 200 patient charts.                                                                                   Skillfully performed suture removals for patients of all ages.                                                                                       Maintained patient charts and confidential files.                              01/2012   to   02/2015     Correctional Nurse    Company Name   －   City  ,   State      Managed and treatment of patients in an correctional setting providing sick call daily and triage care.        Recorded patients' medical history, vital statistics and test results in medical records.       Administered IV therapy and mediation.        Delivered high-quality and compassionate treatment to indigent and low-income patient community.                       Developed and maintained quality care systems and standards, including but not limited to, creating and improving medical protocols/guidelines.                           Sound, ethical and independent decision-making ability consistent with medical protocols.                               Disciplined, energetic employee who quickly establishes rapport with patients and colleagues.                                   Performed all tasks with a patient-centered focus while seeking opportunities for improvement of processes and treatments.                                       Provided necessary health education training for patients.                                           Acted as patient advocate and implemented total patient care through a team nursing process covering (inmates) high acuity patients per shift.                      Provided quality nursing care in accordance with resident care policies and procedures.                                                   Worked as part of team to ensure proper care of body mechanics and safety of patient.                                                       Partnered with team of Registered Nurses to ensure over all well-being of all patients.                                                           Tested glucose and administered injections.                                                               Maintained patient charts and confidential files.                                                                   Assessed patients in active withdrawal and provided interventions to manage physical and psychological withdrawal symptoms.                                                       ",ontology normalization failure,Snippet unavailable
97169343,Manager,Chief Marketing Director,ontology normalization failure,Snippet unavailable
20748468,Executive,Junior Healthcare Administrator,ontology normalization failure,Snippet unavailable
87520378,Specialist,Chief Healthcare Administrator,ontology normalization failure,Snippet unavailable
57667857,Consultant,Chief Operations Specialist,ontology normalization failure,Snippet unavailable
93002334,Analyst,Chief HR Director,ontology normalization failure,Snippet unavailable
16852973,Manager,Chief HR Administrator,ontology normalization failure,Snippet unavailable
17422560,Professional,"         HR COORDINATOR           Summary    To obtain a challenging career in the human resource field where I can utilize my capabilities and experiences to achieve goals as well as my personal development.      Highlights         I have great knowledge of fax machines, printers, copiers, and computers.   I type about 45 wpm with a great accuracy I also have Microsoft Word, Excel Access and PowerPoint experience               Experience      HR Coordinator    February 2015   to   Current     Company Name   －   City  ,   State        Managed communication regarding employee orientation and open enrollment for benefits.  Offered consistent payroll disbursement with accurate record keeping of employee PTO and vacation accruals.      Explained human resources policies and procedures to all employees.  Conducted telephone and onsite exit interviews for all employees.  Answered employee questions during the entrance and exit interview processes.          Worked closely with HR business partners to facilitate year-end talent reviews and articulate team strengths.            Selected and interviewed candidates for all available positions.  Assessed employee performance and issued disciplinary notices.                Worked on 401(k) administration, FMLA and workers' compensation claims and benefits.                 Managed over  70  personnel files according to policy and federal and state law and regulations.                   Generated employee tracking reports each month.                      Managed communication regarding employee orientation and open enrollment for benefits.                        Organized employee schedules, department phone lists and business card orders.               Ran queries and reports through the ADP system.     Drafted department-specific employee announcements.     Created social media initiatives for new employee search strategies.     Completed all work with a 95% rate of accuracy.      Resolved personnel issues regarding human resources matters needing clarification, submissions and corrections.     Completed payroll processing from start to finish for more than  65  employees.     ​              ​                  Payroll/Staffing Coordinator    June 2012   to   Current     Company Name   －   City  ,   State      Maintains personal employment files Process payroll and set up E-time for employees Reconcile payroll journals and time cards Maintain and manage PTO balances Full On boarding function and recruiting duties Maintain OSHA logs and file workers compensation claims Employee relations liaison with client and supervisors Track and manage the credentials for an employee to maintain compliance Coordinate staffing needs to meet the organization's requirements Monitor overtime accumulation and attendance of employees Manage & facilitate the orientation process Provide facility tours and tests to candidates and newly hired employees Conduct competency checks on new and existing employees.          Tax Clerk/Secretary    August 2007   to   June 2012     Company Name   －   City  ,   State      Creates control logs Files documents and maps in appropriate sequence and location Maintains personal production records and submits as required.  Sets up informal review appointments for property owners Receptionist as needed  (answer phones, use of computers, copiers, printers, faxes, direct property owners in right direction, take messages, make appointment cards, and etc.) Utilizes multiple resources to determine correct mailing addresses when mail is returned from the Post Office.  Data entry.          General Appraisal/Data Entry Clerk    November 2006   to   July 2007     Company Name   －   City  ,   State      Routing (associates field cards with appropriate maps in rational sequence for field work Files documents and maps in appropriate sequence and location Maintains personal production records and submits as required.  Sets up informal review appointments for property owners Receptionist as needed  (answer phones, use of computers, copiers, printers, faxes, direct property owners in right direction, take messages, make appointment cards, and etc.) Utilizes multiple resources to determine correct mailing addresses when mail is returned from the Post Office.          Customer Service Rep    January 2005   to   January 2006     Company Name   －   City  ,   State      Received cash from customers and employees in payment for goods and services, and recorded amounts received.  Made change, cashed checks and issued receipts and tickets to customers.  Recorded amounts received and prepared reports of transactions.  Read and recorded totals shown on cash register tape and verified against cash on hand.  Counted cash and reconciled charge sales and cash receipts with total sales to verify accuracy of transactions.  Compiled reports, such as cash receipts, guest-bill charges and maintained high standards of excellence and sales.  Provided information regarding activities and location of departments, offices and employees within organization Answer phones, use of computers, copiers, printers, faxes as needed.          Education      AS   :   Business Management  ,   Present    Albany State Technical College          Business Management        Skills    cash receipts, cash handling, cash register, client, customer service, Data entry, direction, Employee relations, faxes, fax machines, hiring, inventory, mailing, Access, Excel, mail, Office, PowerPoint, Microsoft Word, payroll, Process payroll, copiers, printers, Read, Receptionist, recruiting, Routing, sales, scheduling, staffing, take messages, answer phones, phone, type, 50 wpm   ",ontology normalization failure,Snippet unavailable
10265057,Engineer,Chief Data Analyst,ontology normalization failure,Snippet unavailable
18067556,Manager,Chief Data Architect,ontology normalization failure,Snippet unavailable
52618188,Specialist,Chief Operations Analyst,ontology normalization failure,Snippet unavailable
40018190,Professional,"         IT SUPPORT TECHNICIAN       Education      Bachelor of Science     May 2014       William Woods University   City  ,   State       GPA:   GPA: 3.4     Management Information Systems GPA: 3.4         Summary     Experience in network/hardware/operating system troubleshooting, web page design, PC assembly, technical support,and customer service. Analytical Helpdesk technician adept at resolving complex issues. Critical thinker who addresses customer support issues quickly and who consistently exceeds performance standards.       Experience      IT Support Technician    12/2014   to   Current     Company Name   City  ,   State       Provide technical assistance and support for incoming queries and issues related to computer systems, software, and hardware.  Respond to queries either in person or over the phone.  Vast troubleshooting capabilities with IOS.  Train computer users  Maintain daily performance of computer systems.  Process an average of 15-20 inbound and outbound technical support calls daily           Network Assistant Intern   01/2014   to   05/2014     Company Name   City  ,   State       Assisted University network administrator with daily tasks including                 wireless, VDI, patchwork    Network infrastructure, hardware management, and server room operations.           Technology Assistant Intern    08/2013   to   05/2014     Company Name   City  ,   State        Maintained 489 page University website   Managed and completed daily work orders for University Help Desk  Attended weekly administrative technology meetings relating to technology problems/solutions.  Managed/deployed hardware and software to student body as well as faculty.          Projects      (Project Leader on all Projects)     Website Development~Business Communications~Advanced Web~Entrepreneurship~Database     Management~Project.Management~MIS Capstone~Systems Analysis     Designed multiple websites using WordPress and Expressions Web  Compiled and developed new accounting and financial tracking system to be used by small or medium firms  Worked with multiple clients to design and develop websites Converted desktop websites to mobile using various tools  Created documentation manual for business clients  Developed and administered Usability Tests for quality customer assurance.        Summary of Skills          Sharepoint  Cisco Telephony tools	  Bomgar	  Visio			  Que Monitoring       SAP  Active Directory  Mobileiron  HPSM  IOS            Activites      Captain- 4-years of collegiate basketball  Active member of S.W.A.T. (Student Website Advancement Team)  Active member of the IT Student Academic Advisory Council    Over 100 hours of community service - Secret Santa - Reading books at over 5 grade schools - Volunteered in over 5               summer camps - Participated in Salvation Army food drive -Yearly donator Good Will/ homeless shelters         Honors and Accomplishments       Trio Scholarship (1 of 2 awarded of over 500 students)                 LEAD Scholarship (Leading, Educating, Achieving, Developing)   Potential Award (Belief in continued growth, dedication, and  potential for future success)                                                                                                JUCO All-American  Male Athlete of the Year                                                                 Academic All-Conference  IC3 Internet and Computing Core Certification                             ",ontology normalization failure,Snippet unavailable
27536013,Manager,Chief Software Administrator,ontology normalization failure,Snippet unavailable
12635195,Professional,"    Objective    To obtain a position in the information technology, personnel development, or computer science field to help manage, develop, and support projects and individuals.           ADJUNCT INFORMATION TECHNOLOGY INSTRUCTOR       Experience      Adjunct Information Technology Instructor   01/2014   to   Current     Company Name   City  ,   State       Taught courses concerning the Python, Visual Basic, and C# programming languages.  Sat on CIT advisory board committee to improve and recruit students to the KCTCS CIT program.          Information Technology Instructor and School Technology Coordinator   11/2011   to   Current     Company Name   City  ,   State       Responsible for meeting the educational needs of high school students.Instructed classes concerning A+ certification, Cisco certification, web design, programming, game design, and help desk.  Taught programming courses concerning C#, Python, Java, and Javascript programming language, as well as taught various web frameworks.  STC support staff for CTE Unit to meet staff's technological needs including LMS support, teacher technology training, and maintaining school website.  Developed mobile applications with student body to meet district needs.  Supervisor of internally ran Help Desk, support ticket maintenance, and department head of technology troubleshooting for staff.            Geek Squad Agent   04/2007   to   09/2010     Company Name   City  ,   State        Set up, tested and configured networks, desktops, laptops and printers.     Coordinated hardware and software repair processes with outside vendors.        Trained  new employees in effective diagnostic and repair procedures.          Analyzed software, hardware and network systems for various transmission systems.        Configured and installed routers, switches and wireless controllers.            Education      Master of Science  :   Computer Information Systems   2015       Murray State University   City  ,   State       Project Management and Data Analysis Emphasis        Master of Arts  :   Education   2013       Murray State University   City  ,   State       Educational Technology Emphasis        Bachelor of Science  :   Education   2011       Murray State University   City  ,   State        Middle School Science and Social Studies Emphasis  GPA: 3.69         Information Technology Certifications      Comptia - Strata IT Fundamentals  Microsoft Technology Associate - Network Fundamentals  Microsoft Technology Associate - Windows O.S. Fundamentals  Microsoft Technology Associate - Software Development   Microsoft Technology Associate - Web Development         Skills      Google and Microsoft suite experience through coursework and classroom implementation.  Familiar with both the educational and information technology fields.  Experience in both project management and educating teachers on the use of technology in the classroom .         Awards / Recognition / Volunteer Work       Kentucky Colonel Award   HCHS Curriculum Committee - Vice Chair    Cum Laude - Murray State University					     May 2011      ",ontology normalization failure,Snippet unavailable
18436190,Manager,Chief Marketing Director,ontology normalization failure,Snippet unavailable
93828034,Director,Chief Marketing Specialist,ontology normalization failure,Snippet unavailable
11842274,Manager,Chief Marketing Consultant,ontology normalization failure,Snippet unavailable
21321598,Professional,"         APPLECARE CPU ADVISOR           Summary     My goal is to establish a rewarding career in customer service and data entry using my skills in excel proficiency and organization, while being collaborative with a team to serve consumers to provide a positive customer experience.       Highlights          Microsoft Office proficiency  Excellent communication skills  Microsoft Excel certified  Filing and data archiving      Time management  Customer service-oriented  Self-directed  Exceptional telephone etiquette            Accomplishments     Reduced technical escalations to management by 95% to only 2-3 per day.       Skills     Advertising, Budget Maintenance, Data Entry, Graphic Design,  Marketing, Office management, Research,  Phone Support       Experience      AppleCare CPU Advisor    July 2014   to   Current     Company Name   －   City  ,   State      Receive inbound calls to provide the customer an individualized experience educating the customer on how to use their Macintosh (Apple) products most efficiently.  Collaborate with customers to improve user experience with software and applications; Resolve technical and computer operating system issues.  Verified that information in the computer system was up-to-date and accurate using iLog/iDesk case-logging tools.  Identified and resolved system and account issues.  Worked with team to represent Apple positively and meet customer expectations.  Adhere and Comply with Apple's business conduct policy; maintain integrity, honesty and respect.          Acquisitions & Public Relations Coordinator    May 2014   to   Current     Company Name   －   City  ,   State      Conduct and organize research-relevant content for use on the YDM social media outlets for other means of marketing & advertising.  Contact small businesses and corporations in the Greater Charlotte area to inquire about their marketing needs and acquire sales for Your Design Market products and marketing services to build and establish a firm client base.  Eliminated outdated records by sending the records to be scanned.  Arrange and schedule appointments between the client and the graphics design team.  Host Your Design Market product launch parties introducing latest promotional deals to attain clientele.  Respond to business email inquiries.  Created monthly reports for records, closed terminated records and maintained a master list of clients and potential clients.  Organized billing and invoice data and prepared accounts receivable and expected revenue reports for CEO.  Write and mail response letters.          Hostess    March 2009   to   July 2009     Company Name   －   City  ,   State      Provided a warm and welcoming environment for guests.  Assisted diners with seating as needed  Worked with team members to encourage guest satisfaction.  Maintained a clean environment.  Maintained contact with kitchen staff, management, serving staff, and customers  Inspected dining and serving areas to ensure cleanliness and proper setup  Rectified guest complaints.  Planned out the seating chart and organized the reservations.          Education      B.S   :   Business   ,   Present    University of Phoenix    －   City  ,   State      GPA:   GPA: 3.0     Business GPA: 3.0         B.A   :   Communication Communication Media  ,   May 2007    Oakwood University   －   City  ,   State      GPA:   GPA: 3.0    Communication Communication Media GPA: 3.0        High School Diploma   :     2004    Vance High School                  Additional Information      Volunteer Endeavors: Pathfinders of the Seventh Day Adventist Church| August 1998-present  1801 Double Oaks Rd. Charlotte, NC 28206 & 827 Tom Hunter Rd, Charlotte, NC 28213  --Community Outreach, Soup Kitchen, Clothes Drive, Fundraising for non-profit organizations, Youth Leadership Development, and life skills enriching activities.     ",ontology normalization failure,Snippet unavailable
14381464,Professional,"         SALES ASSOCIATE       Summary    My goal is to become associated with a company where i can utilize my skills and gain further experience while enhancing the company's productivity and reputation.      Experience     12/2014   to   02/2015     Sales Associate    Company Name   －   City  ,   State      Manage store alone (3rd shift) Stock items/coolers thoroughly Clean parking lot Sweep/mop store.         05/2012   to   09/2012     Dishwasher/cook    Company Name   －   City  ,   State    Cooked and Cleaned working out of a Hawaiian food cart       01/2010   to   05/2015     Landscaper    Company Name   －   City  ,   State      Customer service Worked as Landscaper in Preston's Tree Service from Jan 2010 to May 2015 Role :Concrete/Pavements Roofing Yard maintenance Trim and cut trees Pressure wash.          Education     2013     Diploma      David Douglas High School          3.0        Skills    Excellent Customer service, Customer service, Works, Fast learner, Roofing   ",ontology normalization failure,Snippet unavailable
33578873,Professional,"         SALES       Summary    I am looking for a career position with a company that I can be rewarded by my desire to succeed.  I am a self starter and motivated to do my best.  I am comfortable doing what it takes to create new business and have an excellent history of retaining current business.      Skills      Self Starter  Motivated   Client Relations    Success Driven         Experience      Sales   12/2015   to   Current     Company Name   City  ,   State       Sales of phones, plans, home security and satellite in a retail environment  Meet quotos monthly for add-on orders and upselling  Cross selling customers to switch to our company for other services that they did not come in store for  Assist customers with determining the best products and plan for their needs in fast paced work environment  Maintain customer satisfaction by providing great customer service          Insurance Sales   03/2015   to   12/2015     Company Name   City  ,   State       Insurance sales  Contacted customers to set up in home appointment to offer mortgage, life and final expense protection  Interviewed customers to see determine which Company, plan and amount best fit their needs  Cold call customers that responded to ads          Sales   01/2011   to   03/2015     Company Name   City  ,   State       Provided sales support to retail customers  Increased sales with knowledge of merchandise and sales techniques   Created additional revenue with add on sales of other merchandise  Advanced to management with opening and closing duties and training of new employees          Sales   04/2013   to   06/2015     Company Name   City  ,   State       Roofing sales position  Obtained customers who needed new roofs by cold calling  Created additional sales by asking for referrals          Education and Training      High School Diploma     2010       Edmond North High School   City  ,   State                 Business/Marketing   2012       Oklahoma Christian University   City  ,   State                 Business/Marketing   2011       Harding University   City  ,   State            ",ontology normalization failure,Snippet unavailable
29211919,Professional,"         SALES ASSOCIATE         Summary      Courteous and dependable sales accociate, skilled at balancing customer needs and company demands. Effectively builds loyalty and long-term relationships with customers while achieving all individual sales goals.         Highlights          65WPM   80-90% Accuracy   10 Key Calculator  Smart Phone and Tablets   Microsoft Windows 95/98/XP/Vista   MAC   Word, Excel, Publisher, Outlook, Internet Browsers (i.e., Internet Explorer, Fire-Fox, Google Chrome, etc.)      Superior communication skills  Dependability  Staff training and development  Superior organization skills  Interpersonal abilities  Initiative and problem-solver            Experience      Company Name    City  ,   State    Sales Associate   01/2015   to   10/2015       Actively acknowledged, greeted and assisted customers in the store.  Provided accurate product information.  Maintained working knowledge of stores policies and procedures.  Met and exceeded sales goals.  Assisted supervisors to identify and resolve issues in the store.  Trained new employees on company customer service policies and service level standards.          Company Name    City  ,   State    Personal Health Care Assistant   03/2011   to   02/2015       Daily job responsibility preformed through out the work shift include Clean, sanitize, and organize.  home to ensure a sterile and healthy environment for my client.  Prepare meals, attend to errands, provide.  transportation to and from health care provider.  Provide assistance with day to day hygienic needs.          Company Name    City  ,   State    Sales Associate/Key Cashier Lead   06/2010   to   01/2011       Daily job responsibility preformed through out the work shift include delegate daily duties for associates, opening and closing money tilts, counting and resetting money podium, evaluating associates performance, auditing tilts, ensuring associates completed daily work duties and tasks, delegating breaks.  Check and ensure associates quality of work is satisfactory and correct. Assisting with replenishing, cleaning, organizing, the store to ensure a functional and efficient operation.  Communicate with customers, associates, and other individuals to address questions or concerns.  Perform basic office duties such as complete and file reports and other paper work, answer and direct telephones calls and relay messages.          Company Name    City  ,   State    Explorer   06/2008   to   03/2011       Answered telephones, directed calls and took messages.  Compiled, copied, sorted, and filed records of office and other activities.  Operated office machines, such as photocopier, scanners, fax, voice mail systems and personal computers.  Computed, recorded, and proofread data and other information, such as records or reports.  Maintained and updated filing, inventory, mailing, and database systems, either manually or using a computer.  Opened, sorted and routed incoming mail, answered correspondence, and prepared outgoing mail.  Reviewed files, records, and other documents to obtain information to respond to requests.          Education      GED  :  General Education Studies   2011     Del Sol High School  ,   City  ,   State       General Education Studies         Personal Information     AREAS OF STRENGTH: Customer service oriented and able to interface effectively with all levels of administration and staff. Able to organize/prioritize work and take on responsibilities with little supervision. Self-motivated and able to work independently.       Skills      Time management  Leadership  Mathematics  Word processing     ",ontology normalization failure,Snippet unavailable
10464113,Executive,Chief Sales Manager,ontology normalization failure,Snippet unavailable
16511249,Manager,Chief Security Officer,ontology normalization failure,Snippet unavailable
28867567,Manager,Chief Sales Lead,ontology normalization failure,Snippet unavailable
37792474,Engineer,Chief Construction Manager,ontology normalization failure,Snippet unavailable
55104715,Manager,Chief Marketing Consultant,ontology normalization failure,Snippet unavailable
37402097,Professional,"         TEACHER       Summary    Highly motivated and hard working Medical Assistant with knowledge of technical and medical support and excellent communication skills seeking an opportunity to contribute to the daily duties and responsibilities in a clinical and administrative capacity. Clinical Skills- Medical Terminology, Anatomy and Physiology, positioning & draping patients in preparation for examinations, measuring/recording vital signs (blood pressure, temperature, pulse, respiration, height & weight,) administering oral medications & providing patient education, administering injections (IM, ID, Sub-Q, Z-track technique,) performing phlebotomy (Butterfly, Vaccutainer, Needle & Syringe, Capillary,) current Cardiopulmonary Resuscitation Certification, and cleaning & sterilizing examining rooms and equipment.  Administrative Skills- Customer service experience, proficient with Microsoft Office Suite and various operating systems, scheduling appointments for multiple Doctors with various software applications, knowledge of ICD-9 and CPT billing & coding procedures, handling co-payments & verifying insurance, inputting patient information into patient files, competent with standard office equipment & procedures, and excellent interpersonal communication skills-verbal and written.        Experience     01/2013       Teacher    Company Name   －   City  ,   State      Taught Letters, Numbers, and Arts and Crfts to 3 and 4 year olds.  Monitored children during general classroom periods such as lunch and nap times.  Cleaned all areas of the classroom at the end of the day.         01/2012       Medical Assistant    Company Name   －   City  ,   State      Measured and Recorded vitals, Assisted Doctor with examinations, Administered injections, Cleaned and sterilized equipment, and performed light front office duties, Documented patient information with portable computers and EMR software, and Provided patient education.         01/2011       Medical Assistant    Company Name   －   City  ,   State      externship Measured & Recorded Vitals, Performed range-of-motion exercises, Administered ultra-sound exams, prepared examination rooms, and provided excellent patient care.          Education and Training     2012     Clinical Medical Assistant      South West Schools   －   City  ,   State      Program consisted of approximately 800 hours of training, over a nine-month period, during which time clinical and medical hands-on skills were learned and practiced including Medical Terminology and Anatomy & Physiology.       2010     High School Diploma      Holy Cross High School   －   City  ,   State              Skills    Anatomy, Arts, EMR software, front office, injections, Letters, Medical Terminology, patient care, Physiology, ultra-sound     ",ontology normalization failure,Snippet unavailable
38750659,Specialist,Chief Operations Administrator,ontology normalization failure,Snippet unavailable
27531694,Manager,Chief Sales Lead,ontology normalization failure,Snippet unavailable
27080812,Officer,Chief Marketing Manager,ontology normalization failure,Snippet unavailable
29930479,Professional,"         SCIENCE TEACHER       Summary     Dedicated Teacher adept at challenging students to reach their full potential. Ensures that every student is progressing and is held to high expectations.       Highlights         Skills:    Computer Proficiency in Microsoft word Excel, and Power point  Lesson planning expertise        Tutoring experience  Standardized testing  IEP familiarity            Experience     09/2005   to   Current     Science Teacher    Company Name   －   City  ,   State      7th and 8th Grade  Implemented 8th grade curriculum through various methods and techniques that reflect the CCSS  Created a learning environment that enabled students to take risks and comfortably express their ideas  Explored, and implemented, various forms of differentiated instruction  Included Smart board elements, PowerPoint presentations, and various media in every lesson, in order to model technology driven instruction         09/2004   to   09/2005     Substitute Teacher K-6    Company Name   －   City  ,   State     Implemented curriculum for children following teachers plans  Assigned lessons and corrected homework.  Encouraged students to be understanding with others.        09/2003   to   11/2003     Teacher Assistant    Company Name   －   City  ,   State      Implemented group literacy lessons  Assisted students in their deficient areas         09/1996   to   01/2003     Special Education Teacher    Company Name   －   City  ,   State      Assisted head teacher in planning Curriculum  Developed individualized lesson plans to meet Students with IEP goals  Maintained daily records regarding children's developmental progress          Education          Masters of Science  :   Education & Special Education    Touro College   －   City  ,   State  ,   US    Masters of Science in Education & Special Education Touro College, Bayshore, New York June 2006            Bachelor of Science  :   Early Childhood Education    City College   －   City  ,   State  ,   US    Bachelor of Science in Early Childhood Education City College, New York, New York September 2003        Certifications     1. New York State Permanent Teacher Certification N-6   2. New York City Permanent Certificate in Teaching N-6 Certified Mentor - 2014-Present       Affiliations     •Field trip Coordinator  2007- Present  •Urban Advantage teacher (Science Program)  2013- present  •Stem Coordinator 2014-Present affiliated through NYU University  •Certified Mentor – 2014-Present  •Stem Point coordinator for District 13 Science Fair  2014        Skills     Computer Proficiency in Microsoft word, Excel, and Power point          ",ontology normalization failure,Snippet unavailable
46260230,Specialist,Chief Operations Analyst,ontology normalization failure,Snippet unavailable
29161565,Professional,Chief Energy Engineer,ontology normalization failure,Snippet unavailable
29494962,Executive,Chief Finance Manager,ontology normalization failure,Snippet unavailable
